  0.0000  2745.8629   5.1894 
  2.0000  2804.7569   5.1898 
  2.9000  2834.4104   5.1903 
  3.9000  2856.3859   5.1910 
  4.9000  2889.2676   5.1919 
  5.9000  2904.9785   5.1930 
  6.9000  2947.4694   5.1942 
  7.9000  2951.5818   5.1956 
  8.9000  2969.3926   5.1971 
  9.9000  2959.5798   5.1987 
 10.9000  2954.5018   5.2005 
 11.9000  2998.1561   5.2023 
 12.9000  3001.0994   5.2043 
 13.9000  2997.3011   5.2063 
 14.8000  3006.2064   5.2082 
 15.8000  3003.8681   5.2104 
 16.8000  3025.3491   5.2126 
 17.8000  3018.0957   5.2149 
 18.8000  3013.0352   5.2173 
 19.8000  3032.8527   5.2197 
 20.8000  3051.9663   5.2221 
 21.8000  3039.2743   5.2246 
 22.8000  3035.6272   5.2271 
 23.8000  3045.7657   5.2296 
 24.8000  3042.8516   5.2322 
 25.8000  3058.5450   5.2347 
 26.8000  3065.1470   5.2373 
 27.8000  3074.2443   5.2399 
 28.8000  3086.2325   5.2425 
 29.8000  3103.1183   5.2451 
 30.8000  3092.3749   5.2476 
 31.8000  3103.6186   5.2502 
 32.8000  3104.6772   5.2528 
 33.8000  3117.4158   5.2553 
 34.8000  3129.5203   5.2579 
 35.8000  3133.0452   5.2604 
 36.8000  3116.5374   5.2629 
 37.8000  3122.5752   5.2654 
 38.8000  3138.5013   5.2679 
 39.8000  3126.9202   5.2704 
 40.7000  3121.3653   5.2726 
 41.7000  3118.4104   5.2750 
 42.7000  3141.3689   5.2774 
 43.7000  3157.7662   5.2798 
 44.7000  3153.4153   5.2822 
 45.7000  3153.0139   5.2845 
 46.7000  3157.8999   5.2868 
 47.7000  3156.0560   5.2891 
 48.7000  3162.3439   5.2914 
 49.7000  3173.4712   5.2937 
 50.7000  3185.8259   5.2959 
 51.7000  3189.9674   5.2981 
 52.7000  3188.3387   5.3003 
 53.7000  3169.3937   5.3025 
 54.7000  3172.5871   5.3047 
 55.7000  3201.3157   5.3068 
 56.7000  3170.5978   5.3089 
 57.7000  3195.8131   5.3111 
 58.7000  3185.8782   5.3132 
 59.7000  3211.8788   5.3153 
 60.7000  3187.1928   5.3174 
 61.7000  3205.8993   5.3194 
 62.7000  3177.2579   5.3215 
 63.7000  3191.0086   5.3236 
 64.7000  3187.8559   5.3257 
 65.7000  3172.7034   5.3277 
 66.7000  3184.5346   5.3298 
 67.7000  3172.9826   5.3319 
 68.7000  3177.0369   5.3340 
 69.7000  3188.4318   5.3361 
 70.7000  3190.3164   5.3382 
 71.7000  3201.9672   5.3403 
 72.7000  3210.9133   5.3424 
 73.7000  3216.3519   5.3446 
 74.7000  3202.5954   5.3467 
 75.7000  3198.5063   5.3489 
 76.7000  3199.6871   5.3512 
 77.7000  3195.0861   5.3534 
 78.7000  3188.7517   5.3557 
 79.7000  3199.1519   5.3580 
 80.7000  3213.5308   5.3603 
 81.7000  3203.7064   5.3627 
 82.7000  3195.3478   5.3651 
 83.7000  3190.8864   5.3676 
 84.7000  3209.5754   5.3701 
 85.7000  3193.1607   5.3727 
 86.7000  3193.2538   5.3753 
 87.7000  3224.6756   5.3780 
 88.7000  3232.1733   5.3808 
 89.7000  3219.6849   5.3836 
 90.7000  3201.8102   5.3865 
 91.7000  3210.1048   5.3894 
 92.7000  3201.6938   5.3925 
 93.7000  3212.3907   5.3956 
 94.7000  3205.9807   5.3988 
 95.7000  3198.1456   5.4021 
 96.7000  3171.9880   5.4055 
 97.7000  3168.3642   5.4090 
 98.7000  3197.1161   5.4125 
 99.7000  3202.0894   5.4162 
100.7000  3202.2173   5.4200 
101.7000  3196.9707   5.4240 
102.7000  3209.3311   5.4280 
103.7000  3193.3294   5.4322 
104.7000  3207.5454   5.4365 
105.7000  3228.1132   5.4409 
106.7000  3210.0001   5.4455 
107.7000  3231.4753   5.4502 
108.7000  3228.2470   5.4551 
109.7000  3260.8380   5.4601 
110.7000  3256.2544   5.4653 
111.7000  3266.1311   5.4706 
112.7000  3261.3207   5.4761 
113.7000  3287.8972   5.4818 
114.7000  3314.2177   5.4875 
115.7000  3295.9475   5.4935 
116.7000  3319.0223   5.4996 
117.7000  3324.9379   5.5059 
118.7000  3331.7493   5.5123 
119.7000  3312.0074   5.5189 
120.7000  3340.1718   5.5256 
121.7000  3346.5876   5.5325 
122.7000  3357.8837   5.5396 
123.7000  3359.2448   5.5468 
124.7000  3372.3440   5.5542 
125.7000  3384.8906   5.5617 
126.6000  3403.1026   5.5686 
127.7000  3403.1608   5.5773 
128.7000  3403.2073   5.5853 
129.7000  3416.9347   5.5935 
130.7000  3441.9116   5.6018 
131.7000  3446.5533   5.6103 
132.7000  3452.8179   5.6190 
133.6000  3456.3370   5.6269 
134.7000  3461.4673   5.6368 
135.7000  3476.4337   5.6459 
136.7000  3488.0787   5.6552 
137.7000  3488.2823   5.6647 
138.7000  3496.8677   5.6743 
139.7000  3509.1467   5.6841 
140.7000  3518.2499   5.6940 
141.7000  3531.1804   5.7041 
142.6000  3536.3805   5.7133 
143.7000  3544.7333   5.7247 
144.7000  3558.3153   5.7352 
145.7000  3565.2139   5.7459 
146.7000  3558.0651   5.7567 
147.7000  3589.6440   5.7677 
148.7000  3599.1019   5.7788 
149.7000  3623.9334   5.7901 
150.6000  3624.7303   5.8003 
151.7000  3632.5595   5.8130 
152.7000  3636.4683   5.8247 
153.7000  3658.3856   5.8365 
154.7000  3643.9602   5.8485 
155.7000  3657.4550   5.8605 
156.6000  3674.3815   5.8715 
157.6000  3678.8546   5.8839 
158.6000  3709.5783   5.8964 
159.6000  3719.4086   5.9090 
160.6000  3724.3993   5.9218 
161.6000  3718.2394   5.9346 
162.6000  3737.1844   5.9477 
163.6000  3762.0158   5.9608 
164.6000  3754.5646   5.9741 
165.6000  3772.3114   5.9875 
166.6000  3779.8614   6.0011 
167.6000  3792.0358   6.0148 
168.6000  3830.5307   6.0286 
169.6000  3849.1732   6.0425 
170.6000  3836.4579   6.0566 
171.6000  3840.4598   6.0708 
172.6000  3879.8504   6.0851 
173.6000  3899.1269   6.0995 
174.6000  3891.4954   6.1141 
175.6000  3917.8159   6.1287 
176.6000  3904.3445   6.1435 
177.6000  3934.4924   6.1585 
178.6000  3948.0628   6.1735 
179.6000  3969.1250   6.1886 
180.6000  3971.9286   6.2039 
181.6000  4000.0640   6.2193 
182.6000  4011.1506   6.2348 
183.6000  4020.0618   6.2504 
184.6000  4033.2598   6.2661 
185.6000  4062.6225   6.2819 
186.6000  4061.6395   6.2978 
187.6000  4078.2869   6.3139 
188.6000  4091.0487   6.3300 
189.6000  4125.1752   6.3462 
190.6000  4132.6206   6.3626 
191.6000  4168.8237   6.3790 
192.6000  4189.4788   6.3955 
193.6000  4222.6455   6.4121 
194.6000  4208.0747   6.4289 
195.6000  4233.2087   6.4457 
196.6000  4278.9162   6.4627 
197.6000  4293.0217   6.4798 
198.6000  4323.2162   6.4970 
199.6000  4350.6942   6.5144 
200.6000  4369.1157   6.5320 
201.6000  4399.3683   6.5497 
202.6000  4408.7564   6.5677 
203.6000  4438.6775   6.5858 
204.6000  4446.4195   6.6042 
205.6000  4496.6525   6.6228 
206.6000  4524.2236   6.6417 
207.6000  4531.6806   6.6608 
208.6000  4567.0636   6.6802 
209.6000  4605.5061   6.6999 
210.6000  4627.6677   6.7199 
211.6000  4677.5167   6.7402 
212.6000  4695.0133   6.7608 
213.6000  4738.8770   6.7818 
214.6000  4771.3865   6.8032 
215.6000  4814.3254   6.8249 
216.6000  4858.2065   6.8470 
217.6000  4899.6388   6.8696 
218.6000  4933.4978   6.8925 
219.6000  4968.8749   6.9159 
220.6000  5016.2228   6.9398 
221.6000  5080.1308   6.9641 
222.6000  5145.1149   6.9890 
223.6000  5196.8543   7.0143 
224.6000  5262.9727   7.0402 
225.6000  5324.7750   7.0666 
226.6000  5394.1682   7.0936 
227.6000  5447.2920   7.1211 
228.6000  5535.3800   7.1493 
229.6000  5611.2937   7.1780 
230.6000  5696.6420   7.2074 
231.6000  5801.9998   7.2375 
232.6000  5917.2052   7.2682 
233.6000  6011.0284   7.2996 
234.6000  6152.9558   7.3317 
235.6000  6300.5834   7.3646 
236.6000  6458.4485   7.3982 
237.6000  6625.5039   7.4323 
238.6000  6802.6803   7.4666 
239.6000  7003.9961   7.5005 
240.6000  7248.8207   7.5335 
241.6000  7512.6077   7.5651 
242.6000  7766.9135   7.5949 
243.6000  8116.2641   7.6222 
244.6000  8466.7198   7.6467 
245.6000  8817.8735   7.6678 
246.6000  9211.8963   7.6850 
247.6000  9555.5465   7.6977 
248.6000  9813.9240   7.7063 
249.6000  9998.7785   7.7113 
250.6000  10000.0000   7.7131 
251.6000  9835.9693   7.7125 
252.6000  9573.5201   7.7099 
253.5000  9098.5871   7.7064 
254.5000  8441.9988   7.7017 
255.5000  7598.9856   7.6968 
256.5000  6666.3952   7.6921 
257.5000  5688.7371   7.6883 
258.5000  4639.2894   7.6850 
259.5000  3798.9518   7.6774 
260.5000  2950.4360   7.6640 
261.5000  2235.1456   7.6453 
262.5000  1619.9431   7.6217 
263.5000  1133.0801   7.5935 
264.5000   749.2540   7.5611 
265.5000   499.6458   7.5249 
266.5000   327.1901   7.4854 
267.5000   206.7759   7.4429 
268.4000   129.1672   7.4024 
269.5000    76.4360   7.3506 
270.4000    46.6355   7.3066 
271.6000    22.1770   7.2461 
272.5000    17.6673   7.1997 
273.5000     9.7134   7.1477 
274.5000     8.3186   7.0953 
275.5000     4.6932   7.0431 
276.5000     6.8653   6.9912 
277.4000     4.4026   6.9452 
278.5000     4.0951   6.8900 
279.4000     5.9052   6.8462 
280.4000     6.6239   6.7990 
281.4000     5.3080   6.7538 
282.3000     3.4053   6.7149 
283.6000     3.5900   6.6624 
284.7000     3.4250   6.6215 
285.4000     4.3605   6.5974 
286.4000     5.3050   6.5657 
287.6000     0.0000   6.5322 
